"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AKURNVY6","journalArticle","2018","Clarke, Keith C.","Waldo R. Tobler (1930–2018)","Cartography and Geographic Information Science","","1523-0406","10/gc95p4","https://doi.org/10.1080/15230406.2018.1447399","","2018-07-04","2020-06-01 12:40:45","2021-02-09 13:40:44","2020-06-01 12:40:45","287-288","","4","45","","","","","","","","","","en","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/15230406.2018.1447399","","C:\Users\A-C.bronner\Zotero\storage\Z44GGU6Z\Clarke - 2018 - Waldo R. Tobler (1930–2018).pdf; C:\Users\A-C.bronner\Zotero\storage\88BF3QHC\15230406.2018.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC6V98RS","computerProgram","2021","Vuidel, Gilles","Darcy. Logiciel de transformation cartographique vectorielle","","","","","https://sourcesup.renater.fr/www/transcarto/darcy/","Le logiciel Darcy permet d'appliquer une méthode de comparaison spatiale, dénommée « régression bidimensionnelle », développée par W. Tobler entre 1965 et 1977. Cette méthode autorise la comparaison de deux surfaces distinctes déterminées par des points homologues définis respectivement par les coordonnées [XY] (référentiel) et [UV] (image à comparer). Les points de l'image à comparer à un référentiel correspondent au phénomène étudié : positions en temps d'accès, positions estimées en cognition spatiale, positions sur des cartes anciennes... La méthode comprend deux étapes : un ajustement et une interpolation. Elle aboutit à d'abondants résultats tant statistiques que cartographiques ; les cartes montrent les distorsions spatiales liées aux écarts entre le référentiel et la surface étudiée : vecteurs de déplacement, anamorphoses... Les résultats doivent être analysés avec précaution en tenant compte du thème, des hypothèses émises et des données entrées. Chaque thème induit une réflexion nouvelle sur les indices et les cartes obtenus.","2021","2022-01-02 09:25:38","2022-01-02 09:31:31","2022-01-02 09:25:38","","","","","","","","","","","","","","","","","","","","","","","C:\Users\A-C.bronner\Zotero\storage\DIBRCWRL\jdarcy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4.2","","","","","","","",""
"6PEV4M6P","journalArticle","2015","Bahoken, Françoise","L’approche cartographique de la décomposition des matrices de flux","Mappemonde","","1769-7298","","http://mappemonde-archive.mgm.fr/num44/articles/art14404.html","Indépendamment de sa complexité graphique intrinsèque (l’effet spaghetti), la cartographie directe des matrices de flux denses revêt souvent un aspect compact, caractéristique d’un effet d’amalgame de l’information représentée. Cet effet résulte du mélange d’informations de nature différentes sur la même figure: celles qui portent sur la dynamique du système de flux et celles qui relèvent de sa stabilité. Pour y remédier, il convient de décomposer la matrice de flux, au préalable de sa cartographie.","2015","2022-09-21 15:21:10","2022-09-21 15:27:59","","","","116 (4-2014)","","","","","","","","","","","fr","","","","","","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8D3WPEA9","journalArticle","2014","Bahoken, Françoise","Pour le renouvellement de la sémiologie de la carte de flux","Cartes & géomatique","","","","https://halshs.archives-ouvertes.fr/halshs-02937125","L'enseignement classique des méthodes de cartographie statistique des flux est entaché d'un verrou spécifique lié à la difficulté d'appréhension des données disponibles dans le tableau de départ, la matrice de flux origine-destination, et à leur représentation. Face à des difficultés méthodologiques de différentes natures, la carte de flux est, dès lors, toujours réalisée sur une partie des données disponibles. Elle est aussi souvent focalisée sur les lieux, en raison de difficultés spécifiques au maniement du figuré orienté, la flèche. L'objectif d'une carte de flux est pourtant de représenter (aussi) la partie de la matrice qui correspond à la quantité transférée entre les lieux, le flux et pas seulement son effet sur les lieux. Cela oblige à la résolution des problèmes rencontrés qui peut être réalisée à plusieurs moments du processus de cartographie. Nous proposons d'examiner des solutions qui sont d'ordre exclusivement sémiologique, qui autorisent la représentation de l'ensemble de l'information. Plutôt que de proposer un historique de la cartographie des flux, ou une critique des solutions existantes, nous proposons une nouvelle perspective d'analyse cartographique des matrices de flux. En nous appuyant sur les fondamentaux de l'enseignement classique de la sémiologie de la carte de flux (Bertin, 1967 ; Tobler, 1982, 1987), nous montrons l'intérêt du recours à des principes empiriques développés dans le champ de l'informatique graphique (Mac Eachren, 1995). Leur application opère un double bouleversement des codes esthétiques et sémiologiques de la figure, elle renforce aussi la perception des motifs généraux permettant le renouvellement de la sémiologie de la carte de flux.","2014-12-01","2022-09-21 15:24:34","2022-09-21 15:28:45","2022-09-21 15:24:34","","","222","","","","","","","","","","","fr","","","","","halshs.archives-ouvertes.fr","","","","C:\Users\A-C.bronner\Zotero\storage\5DRGZSFL\Bahoken - 2014 - Pour le renouvellement de la sémiologie de la cart.pdf; C:\Users\A-C.bronner\Zotero\storage\KVWUELHT\halshs-02937125.html","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DIF6WZEE","journalArticle","2014","Bahoken, Françoise","L’intérêt du raisonnement logique dans l’analyse cartographique des flux. L’exemple de migrations internes","Revue internationale de géomatique","","12605875","10.3166/rig.24.231-249","http://rig.revuesonline.com/article.jsp?articleId=19460","","2014-06-30","2022-09-21 15:25:23","2022-09-21 15:25:50","2022-09-21 15:25:23","231-249","","2","24","","Revue internationale de géomatique","RIG","","","","","","","","","","","","DOI.org (Crossref)","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FBPYX8J","book","2008","Cauvin, Colette; Escobar, Francisco; Serradj, Abdelaziz; Antoni, Jean-Philippe","Cartographie thématique. 4, Des transformations renouvelées","","978-2-7462-1252-7","","","","","2008","2022-09-21 15:34:16","2022-09-21 15:40:25","","","198","","4","5","","","Traité IGAT : Information géographique et aménagement du territoire","","","","Hermes science : Lavoisier","Paris, France","français","","","","","Library Catalog - www.sudoc.abes.fr","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQ55HBN5","book","2007","Cauvin, Colette; Escobar, Francisco; Serradj, Abdelaziz","Cartographie thématique. 1, Une nouvelle démarche","","978-2-7462-1252-7","","","","Cet ouvrage, en 5 volumes, porte sur la cartographie thématique. La carte y est considérée comme une construction issue de processus de transformations, comprenant des étapes successives, placées dans un ordre strict, intégrées dans un raisonnement logique et impliquant des choix. Les deux premiers volumes regroupent les transformations indispensables pour la production de toute carte thématique, appuyée sur la démarche scientifique.","2007","2022-09-21 15:34:21","2022-09-21 15:40:16","","","284; iv","","1","5","","","Traité IGAT : Information géographique et aménagement du territoire","","","","Hermes science : Lavoisier","Paris, France","français","","","","","Library Catalog - www.sudoc.abes.fr","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4TNHCMD","journalArticle","1984","Cauvin, Colette","Une méthode de comparaison de données localisées : la régression bidimensionnelle. Application à la perception de configurations dans la ville de Strasbourg","L'Espace géographique","","","10.3406/spgeo.1984.3909","https://www.persee.fr/doc/spgeo_0046-2497_1984_num_13_2_3909","Une méthode pour comparer des surfaces homologues définies par des points déterminés par leurs coordonnées, a été proposée et mise au point par le professeur W.R. Tobler. Considérée comme l'équivalent d'une régression dans un espace bidimensionnel, elle comprend deux étapes (un ajustement et une interpolation), et aboutit à des résultats numériques sur la qualité des modèles et les écarts entre les surfaces, et des représentations graphiques (vecteurs de déplacements, surface déformée, cartes des distorsions...). Appliquée à des configurations cognitives de la ville de Strasbourg, elle fait ressortir en particulier retirement perçu Est/Ouest, et le resserrement Nord/Sud.","1984","2022-09-21 15:47:46","2022-09-21 15:48:22","2022-09-21 15:47:46","94-109","","2","13","","","Une méthode de comparaison de données localisées","","","","","","","fre","free","","","","www.persee.fr","","Publisher: Persée - Portail des revues scientifiques en SHS","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLYMHBUS","conferencePaper","2021","Josselin, Didier","An extension of the Tobler's law? Influence of the metric to compute the distance between an optimal facility and its demand points","European Colloquium on Theoretical and Quantitative Geography (ECTQG) 2021","","","","https://hal.archives-ouvertes.fr/hal-03505831","This research work presents an extension of the Tobler’s first law (TFL), that includes the metric used to measure the distance between a center and its demand points, in an optimal facility location problem framework (Hakimi, 1964). It provides a short overview of the works derived from the TFL and opens on the definition of a second law, less geographical and more mathematical. Indeed, its seems the distance, that is to say in our case a Lp-norm (a generalized Minkowski distance) considered to estimate a proximity between two points, has a strong weight on the meaning and on the shape of the TFL.  We organise our talk in several steps. We first recall the foundations and the geographical meaning of the Tobler’s first law (1970, 1971) which is still considered as a solid and reliable base in many disciplines (for instance, see the introduction in Cressie & Moores, 2021). This led to many citations of this law, which is indeed a geographically verified assumption rather than a demonstrated law.  We first draw a short history of this law (Cauvin & Reymond, 1991, Miller, 2004, Sui, 2004), provide a few examples of its usages (Grasland, 2009, Hecht & Moxley, 2009) and its extensions, especially in the context of the Santa-Barbara’s research group (Couclelis, 1996, Montello et al. 2003). We list and summarize several attempts to design a complementary or alternative second law in quantitative geography (Goodchild in Sui, 2004, Hecht & Moxley, 2009, Foresman & Luscombe, 2017, Josselin et al., 2017).  Then, in a second section, we move on transport and mobility concerns. We define the different purposes (efficacy, equity) of the principal centers used in geography (Beguin, 1989) and optimal location problem solving: k-median and k-center notably, to which we add the k-barycenter (modelling equality), that has interesting intermediate properties. We link these centers to their well-known objective functions. In a third section, we focus on the 1-facility optimal location, a refined formal framework to explain how we generalize the optimal center through Lp-norms (Peeters & Thomas, 2000). Using sensitivity analysis (Drezner & Hamacher, 2004), we find out by computation a generalized fonction linking center location sensitivity, demand point influence and distance between the center and the demands (Ciligot-Travain & Josselin, 2013, Josselin et al., 2016).  We use this function to draw new balanced optimal locations, respectively with p=1.5 and p=3 in the Lp-norm. For those, we map the demand point spatial influence of the center location. We develop more deeply the L3-norm, which catches our attention: it shows a particular property of a linear relation between the demand points weights and their distance to the optimel center. As we did previously with well-known k-median and k-center metrics, we associate new optimal centers a semantic, respectively “effility” and “equaquity” to those two compromises. In conclusion, we suggest how, in practical urban planning, our theoretical results can be potentially used to tune the effect of the distance on the demand point influence on the center. Finally, we draw up a comparison between our geographical law and the TFL: is our law an extension of the TFL or a second complementary law? We open a discussion about the proximity and distance collapse or reinforcement, as H. Couclelis put forward in 1996 and which is still a hot issue, from our perspective.","2021-11","2022-09-21 15:49:14","2022-09-21 15:49:40","2022-09-21 15:49:14","","","","","","","An extension of the Tobler's law?","","","","","","Manchester, United Kingdom","","","","","","HAL Archives Ouvertes","","","","","","TTT-HAL","distance; 1-facility location problem; Lp-norms; spatial compromise; Tobler's First Law","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JA7XT2AZ","conferencePaper","2021","Josselin, Didier","La seconde loi cachée de la géographie - Influence du mode de calcul de la distance sur la localisation d'une facilité","57è colloque de l'Association de Sciences Régionale de Langue Française (ASRDLF)","","","","https://hal.archives-ouvertes.fr/hal-03503727","La première loi de la géographie de Waldo Tobler stipule que tous les objets sont en relation mais que ceux qui sont plus proches le sont davantage (Montello et al., 2003, Grasland, 2010). Cette relation met en évidence l'importance de l'espace géographique et particulièrement de la distance dans sa valeur et sa signification : la proximité est mesurée par la distance. Mais la distance fait appel à des métriques dont l'usage par l'observateur et l'interprétation ne sont pas neutres. Derrière la première loi de Tobler se cache une seconde loi, moins géographique, mais plus spatiale, qui dicte en partie la façon dont on peut évaluer des relations en géographie (Josselin, 2017). Cette seconde loi de la géographie s'appuie sur la distance (métrique) et l'organisation spatiale des lieux et objets géographiques. Notre réflexion est ancrée dans des travaux théoriques de généralisation de la norme Lp au problème de localisation optimale d'un centre servant k demandes dans un espace continu. La seconde loi de la géographie est révélée par une analyse de sensibilité (Drezner & Hamacher, 2004) des centres en fonction de déplacements infinitésimaux de la localisation des points de demande. Le principe est de déplacer les points de demande et d'observer le changement de localisation du centre (Ciligot-Travain & Josselin, 2009, Josselin & Ciligot-Travain, 2013, 2014) selon la norme Lp. Les résultats dévoilent des normes ayant des propriétés nouvelles dans la localisation optimale de centre. Des relations (log-)linéaires entre les exposants p des distances utilisées et l'influence des lieux dans la détermination de la localisation optimale du centre apparaissent. La loi proposée présente de façon quasi-continue l'impact du choix des métriques sur la fonction d'influence spatiale. On y retrouve les normes classiquement utilisées en analyse spatiale : équité pour la norme Linfinie, égalité pour la norme L2, efficacité pour la norme L1. Cette seconde loi montre à quel point la relation entre une facilité et sa demande est liée à la façon de calculer la proximité entre la demande et le centre. Elle se généralise à travers les échelles et relativise la loi de Tobler ou tout autre loi impliquant l'usage de la distance, dont on pourrait penser qu'elle est relativement peu influente sur la localisation optimale du centre. La relation générale entre l'influence et la distance au centre c s'exprime en fonction de la valeur p de la","2021-06","2022-09-21 15:50:49","2022-09-21 15:55:02","2022-09-21 15:50:49","","","","","","","","Territoire(s) et numérique. Innovations, mutations et décision","","","","ESPACE - CNRS - Université d'Avignon","Avignon, France","","","","","","HAL Archives Ouvertes","","","","","","TTT-HAL","distance; localisation optimale; loi de Tobler; Loi géographique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JH9YD3H6","conferencePaper","2021","Lambert, Nicolas; Bahoken, Françoise; Come, Etienne","Vers une relecture du Flowmapper - Tribute to Tobler (TTT)","","","","","https://hal.archives-ouvertes.fr/hal-03434168","","2021","2022-09-21 15:53:16","2022-09-21 16:48:03","2022-09-21 15:53:16","9p","","","","","","","","","","","","Toulouse, France","","","","","","HAL Archives Ouvertes","","","","","","TTT-HAL","CARTOGRAPHIE; CARTOMOB; FLUX; MATRICE ORIGINE DESTINATION; MOUVEMENT; TOBLER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cartomob - Tous (im)mobiles, tous cartographes ?","","","","","","","","","","","","","","",""
"3BRBE6GD","presentation","2021","Bronner, Anne-Christine","L'accessibilité aux lieux : isochrones versus anamorphose","","","","","https://hal.archives-ouvertes.fr/hal-03771488","La carte de l’accessibilité ferroviaire et routière à Paris permettra d’aborder la représentation des distances en mobilisant la régression bidimensionnelle, méthode développée par W. Tobler et déployée dans le cadre de différentes recherches dans les années 1980 à Strasbourg par Colette Cauvin et ses collègues : analyse comparative de réseaux de transport, analyse des espaces cognitifs, cartes historiques... La présentation décryptera les différentes étapes de la construction, les transformations cartographiques qui permettent de passer des distances aux localisations, puis de comparer positions dans l’espace-temps et positions géographiques. De nombreux résultats statistiques et cartographiques permettent d’enrichir l’analyse.","2021","2022-09-21 16:45:28","2022-09-21 16:48:40","2022-09-21 16:45:28","","","","","","","Tribute to Tobler","","","","","","Toulouse, France","fr","","Colloque","","","","","","","","","TTT-HAL","cartographie; anamorphoses; Cauvin; distances; distances-temps; isochrones; méthodes; Tobler","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Colloque Cartomob - Tous (im)mobiles, tous cartographes ?","","","","","","","","","","","","","","","",""
"QQIW6BSI","conferencePaper","2019","Bahoken, Françoise","Cartograflow. Filtering Origin-Destination matrices For Flow Mapping Purposes in R","","","","","https://halshs.archives-ouvertes.fr/halshs-02937178","The purpose of this communication is to present the implementation of {Cartograflow}, an R/Rstudio package dedicated to filtering Origin-Destination matrices for flow mapping purposes. It’s first main interest is to combine the preparation of flow dataset and their spatial representation within the same package. The second main interest of {Cartograflow} is that the proposed filtering functions are specifically part of the corpus of quantitative analysis methods in geography. This is why they are particularly interested, for examples, in the concentration of information, as well as the role of the geographic space in terms of the spacing of places of origin and destination by the distance travelled by the flow (in terms of distance and neighborhood). Finally, it is to be part of an open and reproducible research approach (Peng, 2011), compatible with existing solutions - mainly {sp}, {sf} and {cartography} (Giraud, Lambert, 2016), while opening possibilities to data describing spatial interactions patterns. Mapping flows to depict spatial interactions patterns raises specific problems related to the complexity of the information and its graphical representation (the so-called spaghetti effect). These problems are relate to the analysis of both statistical and geographical data, for thematic cartography purposes. If they can be solved from different perspectives, solutions that can be provided are either theoretical, methodological or lies in the development of specific tools as Tobler said (Tobler, 1967, 1970) to implement proposals in a given technological context. Considering the general interest in research issues related to the visualization of large graphs, particularly in interactive environments, one might think that the cartography of spatial interactions patterns have benefited from this context. Unfortunately, this prospect is illusory, except in a few cases. Geoweb applications dedicated to flows remain in the minority. The existing ones are limited to the direct display of flow dataset: they do not allow data processing that would enhance the figure. On the Geographic Information Systems side, despite efforts, the main software solutions, whether free or not, do not really help in the production of significant flow maps. There is also a recurring problem related to the management of the intrinsic complexity of relational data, which need at least filtered procedures before graphic representation. If issues regarding matrix filtering are carry out outside the mapping process, it is important to consider it to make an interesting map, i.e. useful for analysis in the social sciences and humanities. This is why we offer a new R/Rtudio package: {Cartograflow} by structuring and extending the appendices of Bahoken (2016). The purpose of this communication is to present the implementation of {Cartograflow}, an R/Rstudio package dedicated to filtering Origin-Destination matrices for flow mapping purposes. It’s first main interest is to combine the preparation of flow dataset and their spatial representation within the same package. The second main interest of {Cartograflow} is that the proposed filtering functions are specifically part of the corpus of quantitative analysis methods in geography. This is why they are particularly interested, for examples, in the concentration of information, as well as the role of the geographic space in terms of the spacing of places of origin and destination by the distance travelled by the flow (in terms of distance and neighborhood). Finally, it is to be part of an open and reproducible research approach (Peng, 2011), compatible with existing solutions - mainly {sp}, {sf} and {cartography} (Giraut, Lambert, 2016), while opening possibilities to data describing spatial interactions patterns. References: Bahoken, F. (2016), Annexe : Programme R/Rstudio annexés, in : Contribution à la cartographie d'une matrice de flux, Thèse en Géographie - Sciences des territoires,: URL : https://halshs.archives-ouvertes.fr/tel-01273776. - Giraud, T., & Lambert, N. (2016) Cartography: Create and integrate maps in your r workflow. JOSS, 1(4). doi:[10.21105/joss.00054](https://doi.org/10.21105/joss.00054) - Peng, R. D. (2011), Reproducible research in computational science, Science, 334(6060), 1226–1227. - Tobler, W. R. (1967), Computer use in Geography, Behavioral Sciences, n°12, pp. 57-58. - Tobler, W. R. (1970), Experiments in migration mapping by computer, The American Cartographer, vol. 14, n°2, pp. 155-163.","2019-09-09","2022-09-21 16:50:55","2022-09-21 16:53:15","2022-09-21 16:50:55","","","","","","","","","","","","","Mondorf-les-Bains, Luxembourg","en","","","","","halshs.archives-ouvertes.fr","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","European Colloquium on Quantitative and Theoretical Geography (ECQTG'19), Special Session “Spatial interactions”.","","","","","","","","","","","","","","",""
"3LTTEJ7A","conferencePaper","2015","Bahoken, Françoise; Grasland, Claude; Zanin, Christine","Flow mapping vs movement mapping: a theoretical and cartographic demonstration of their significance at a world scale","ECTQG 2015 - 19th European colloquium of Theoretical and Quantitative Geography","","","","https://hal.archives-ouvertes.fr/hal-01217237","We observed that mapping flow is to vary the size of a straight directed link between origin (i) and destination (j) places, proportionally to a flow matrix value (Fij). According to Bertin's (1967), this practice reflects the exact application of the visual variable 'size' on the flow feature. Every other aesthetics and semiotic principles - as colored or curvilinear features - can be taken into account without fundamental consequences. This is very popular since earlier flow maps. It even seems to be the unique way to map flow, but is it relevant? Is it obvious that flow mapping raises one dimension of the features while the human eye may perceive several? Assuming that first hypothesis is exact means in fact that the human eye will perceive only one feature's dimension: its width (Fij). Is it really the case? We raise a reasonable doubt about the relevance of this assumption and will examine it in this paper. Our aim is to demonstrate the legitimacy of the conventional approach of flow mapping which leads to the first hypothesis. To do this, we will place us in the theoretical framework defined by Grasland (2009) leading to a joint (analysis of positions and flow. However, the present proposed perspective differs as the analysis is focused on the perceived information on a flow map. Therefore, we'll assume also Bertin's (1967) and Tobler's (1987) cartographic principles for mapping statistical flow data. We will then examine the corresponding cartographic process from two cognitive perspectives, regarding both semiotic and semantic aspects of the feature's flow map. We will explore a set of four assumptions (fig. 1). The fig. 1 describes through assumptions n°1 to n°4 what human eye perceived on a flow map and what it means. Firstly: the eye perceives only the feature's width (ass. n°1). The second assumption suggests the possibility of the perception of the feature's visual area, i.e regarding the amount of color (ass. n°2). It will lead us in a third assumption to the perceived geometric feature's area, that is to say the arithmetic product of the feature's width and length (ass. n°3). This theoretical semantic switching is not trivial; it corresponds to the perception of a new dimension: the cartographic distance, derived from the formal 'graphic distance' (Müller, 1979; Tobler, 1997; L'hostis, 2003), that is equal to the feature's length (Lij) perceived on the map. This effective joint perception of (Lij) and (Fij) leads us to introduce geographic space in flow mapping process, considering Tobler's (1969) first law of geography. This seems in other words to integrate the fact that flow values (Fij) are projected over a geographical area, consisting of (i,j) places that are more or less distant (Dij) or close in the reality... The places' remoteness influences the significance of the perceived flow value as well as in a flow map (but not in a plan as a spatialized graph which has no geographic properties). Assuming the fourth hypothesis (ass. n°4) is exact involves us carrying out a map of movement (Mij) rather than a map of flow (Fij). We demonstrate on selected bilateral international trade flows from Chelem database that if the cartographic construction of (Fij) and (Mij) is the same and unique (ass. n°1 and n°4 are equals), they differ only in their interpretation (Fij) C (Mij) for one main raison: at a world scale, flow mapping can only be an approximation of the geographical movement (fig. 2), as was done earlier by Minard (1862).","2015-09","2022-09-21 16:55:22","2022-09-21 16:56:12","2022-09-21 16:55:22","3p","","","","","","Flow mapping vs movement mapping","","","","","Politecnico di Bari","Bari, Italie","","","","","","HAL Archives Ouvertes","","","","","","TTT-HAL","CARTOGRAPHIE; CARTE; FLOW MAPPING; FLUX DE MARCHANDISE; FLUX DE MARCHANDISES; INTERNATIONAL; MAP COGNITION; MAP VISUALIZATION; MOVEMENT MAPPING; ORIGINE DESTINATION; PROJECTION; WORLD SCALE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPQ2RQRF","conferencePaper","2012","Bahoken, Françoise","Cartographie des flux et production d'indicateurs sur l'intensité des échanges","","","","","https://hal.archives-ouvertes.fr/hal-00996533","L’objet de la communication est de proposer, à la suite des travaux de W. Tobler fondés sur la décomposition des matrices de flux, une approche originale de la production d’indices descriptifs des flux, au préalable de leur représentation cartographique. L’approche simplifie l’analyse en s’appuyant sur les opérateurs (Min, Max) et les fonctions logiques (ET, OU) définis dans le cadre d'un raisonnement flou. Nous testons l’application successive d’une sélection d’indices élaborés et discutons de leur pertinence au regard des résultats cartographiques obtenus : du point de vue des liaisons et des espaces d’interfaces révélés. Les interfaces sont appréhendées comme des zones de rupture dans l’intensité des échanges, témoins de l’existence d’une frontière entre des zones caractérisées par un système de relations préférentielles.","2012-05-15","2022-09-21 16:56:33","2022-09-21 16:57:45","2022-09-21 16:56:33","2p","","","","","","","","","","","","Nice, France","fr","","","","","halshs.archives-ouvertes.fr","","","","C:\Users\A-C.bronner\Zotero\storage\8MYLK69L\hal-00996533.html","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Colloque LIENS - Les Interfaces : Enjeux de Nature, de Sciences et de Société","","","","","","","","","","","","","","",""
"VTXKXF9U","manuscript","2022","Tobler, Waldo; Bahoken, Françoise","Statistical cartography: what it is ?","","","","","https://hal.archives-ouvertes.fr/hal-03739509","","2022-01","2022-09-21 16:58:32","2022-09-21 16:58:32","2022-09-21 16:58:32","","","","","","","Statistical cartography","","","","","","","","","","","","HAL Archives Ouvertes","","","","","","","CARTOGRAPHIE; TOBLER; STATISTIQUE; TRADUCTION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GL8JLNZ8","manuscript","1966","Tobler, Waldo","L'automation dans la préparation des cartes thématiques","","","","","https://hal.archives-ouvertes.fr/hal-03773410","Version française de l'article Automation and cartography publié par Waldo R. Tobler dans la revue Geographical Review, vol. 49, n°4, pp. 526-534.","1966","2022-09-21 16:59:37","2022-09-21 17:05:32","2022-09-21 16:59:37","","","","","","","","","","","","","","","","","","","HAL Archives Ouvertes","","","","","","TTT-HAL","cartographie; Tobler; automation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9BYLYEB","manuscript","2022","Tobler, Waldo; Bahoken, Françoise","Waldo R. Tobler, 1969, Review of Sémiologie graphique: Les Diagrammes – Les réseaux – Les Cartes, Journal of the American Statistical Association, 24(325):391-392. Version bilingue et commentée","","","","","https://hal.archives-ouvertes.fr/hal-03583854","","2022-02","2022-09-21 16:59:50","2022-09-21 17:04:30","2022-09-21 16:59:50","","","","","","","Waldo R. Tobler, 1969, Review of Sémiologie graphique","","","","","","","","","","","","HAL Archives Ouvertes","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"927Z6UAH","manuscript","2022","Tobler, Waldo; Jégou, Laurent","Des cartes choroplèthes sans classes ?","","","","","https://hal.archives-ouvertes.fr/hal-03777114","Version bilingue traduite et commentée de la note de W. R. Tobler, Geographical Analysis, 5(3): 262-265","2022-09","2022-09-21 17:00:12","2022-09-21 17:04:05","2022-09-21 17:00:12","","","","","","","","","","","","","","","","","","","HAL Archives Ouvertes","","","","","","TTT-HAL","CARTOGRAPHIE; TOBLER; TRADUCTION; CARTOGRAPHY; CHOROPLETHE; CHOROPLETHS; TRANSLATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M3KWKA4I","dictionaryEntry","2020","Cauvin, Colette","Waldo Tobler","HyperGeo","","","","https://hypergeo.eu/waldo-tobler/","Waldo Tobler (1930-2018), géocartographe d’exception à la double nationalité, américaine et suisse, a genius écrit Dorling (Dorling, Henning, 2018), a fortement influencé la communauté internationale des géographes et des cartographes dès la fin des années 1950. Connaître sa jeunesse . est essentiel pour comprendre ses choix, ses orientations scientifiques, et son regard sur le monde. […]","2020-05-26","2022-09-22 09:10:49","2022-09-22 09:11:47","2022-09-22 09:10:49","","","","","","","","","","","","","","fr-FR","","","","","","","","","","","TTT-HAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
