"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2LCBP2WX","document","1984","Tobler, W. R.","Dürer Transforms, A Research Challenge","","","","","http://www.geog.ucsb.edu/~tobler/publications/Unpublished/Duerer-Transforms.pdf","","1984","2020-05-16 12:40:47","2020-06-09 13:05:50","","","","","","","","","","","","","","","en","","","","","","CC159","","","","","CC-Systeme_projection; LocCC-CDSC; CC-Cartogramme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5ZCSBCB","journalArticle","2008","Tobler, Waldo R.","Unusual Map Projections","Cartographic Perspectives","","","10/ghz78d","https://cartographicperspectives.org/index.php/journal/article/view/cp59-tobler","In this paper I look at azimuthal projections, equal area projections, and spherical and map distances, with emphasis on less known variants.","2008","2020-05-14 13:50:30","2021-12-14 16:22:26","","4-16","","Winter","59","","","","","","","","","","en","","","","","","CC154","","","","","CC-Systeme_projection; Azimuthal projections; distance; equal area maps; LocCDMP - CDSH; simplifying coordinates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85YJGIWI","journalArticle","2004","Tobler, Waldo","On the First Law of Geography: A Reply","Annals of the Association of American Geographers","","0004-5608","10/frt2ms","https://doi.org/10.1111/j.1467-8306.2004.09402009.x","","2004-06-01","2020-05-18 12:26:54","2021-02-09 13:41:09","2020-05-18 12:26:51","304-310","","2","94","","","On the First Law of Geography","","","","","","","en","","","","","Taylor and Francis+NEJM","CC150","","","C:\Users\A-C.bronner\Zotero\storage\NITI2JV2\j.1467-8306.2004.09402009.html","","CC-Loi de Tobler; LocCC-CDFORUM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWWJSJU5","bookSection","2000","Tobler, Waldo R.","Ma Vie : Grandir en Amérique et en Europe","Mémoires de géographes","978-2-7178-4065-0","","","https://www.economica.fr/livre-memoires-de-geographes-gould-peter-bailly-antoine,fr,4,9782717840650.cfm","","2000","2020-05-19 20:29:49","2020-06-09 12:27:16","","209-242","","","","","","","","","","","Anthropos","Paris","fr","","","","","Open WorldCat","CC146","","","","","LocCC-CDSC","","Bailly, Antoine S.; Gould, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYZAQB8S","book","2000","Yang, Qihe H.; Snyder, John Parr; Tobler, Waldo R.","Map projection transformation: principles and applications","","978-0-7484-0667-8 978-0-7484-0668-5","","","https://www.routledge.com/Map-Projection-Transformation-Principles-and-Applications-1st-Edition/Yang-Snyder-Tobler/p/book/9780748406685","With the advance of science and technology, there have been breakthroughs in the field of classical research and methods of map projection. Among these, computer science and space science have had the greater influence upon the field of research and the formation of a working body of map projection, developing them in breadth and depth. This book reflects several aspects of the development of modern mathematical cartography, especially the theory and methods of map projection transformation. Map projection transformation is an area of research in mathematical cartography newly developed over the last 25 years. It is widely used in surveying and computer-assisted cartography, data processing for information systems, and the transformation of data from space, remote sensing, and other space sciences. The development of map projection transformation not only expands new areas of research on mathematical cartography, but it also further develops the applied area with the creation and application of map projection transformation software and mapping mathematics bases on the computer.","2000","2020-05-13 20:49:07","2020-06-09 12:25:06","","","367","","","","","Map projection transformation","","","","","Taylor & Francis","London","","","","","","Library of Congress ISBN","CC143","","","","","CC-Systeme_projection; LocCC-LIVRE","Cartography; Map projection; Mathematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFZ8HFXF","journalArticle","1997","Tobler, Waldo R.","Movement Modelling on the Sphere","Geographical & Environmental Modelling","","","","https://scholar.google.fr/scholar?q=Geographical+%26+Environmental+Modelling+1997+Tobler&hl=fr&as_sdt=0&as_vis=1&oi=scholart","A transition is made from an initial discrete model of migration to a spatially continuous version by letting the number of geographic places increase without bound When this happens the parameters become continuous functions of location and the model is written in terms of partial djfferential equations. It is then shown how this formulation needs to be modified to apply to a migration model on the surface of the Earth, considered spherical. The corresponding spherical finite djfference equations are derived As an abstract model the equations may also be used to describe any type of movement, including commodity movements, etc., on the surface of the Earth. The implications for data collection, however, are severe because the model assumes that the necessary empirical information is given by spherical quadrilaterals.","1997-01","2020-05-13 20:30:23","2021-02-09 13:41:10","","97-103","","","1","","Geographical & Environmental Modelling","","","","","","","","","","","","","ResearchGate","CC137","","","","https://www.researchgate.net/publication/228879579_Movement_Modelling_on_the_Sphere'","CC-Mouvements; LocCC-CDMV; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4BGK88N","journalArticle","1994","Tobler, Waldo R.","Bidimensional Regression","Geographical Analysis","","1538-4632","10/bh89mj","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4632.1994.tb00320.x","Since its invention by Francis Galton in 1877 regression analysis has been found useful in almost all disciplines. Comparison of geographic phenomena requires a two-dimensional extension of this technique. In this manner geographic maps can be compared with each other. Possible applications include geometric comparison of ancient and modern maps, or of “mental” maps, or for rubber-sheeting as used in Geographic Information Systems and in remote sensing. Other applications, for example, in biology for the comparison of shapes of leaves, fish, faces, or skulls after the manner of D'Arcy W. Thompson are also possible, as are higher-dimensional and multivariate cases. The method implements, and puts into this new context, existing models from the field of cartography. The linear case yields an easy definition of a Pearsonian-like correlation coefficient. The bidimensional case is richer in mathematical options than is the usual unidimensional version. The curvilinear case is of even greater utility. Here the regression coefficients constitute a spatially varying, but coordinate invariant, second-order tensor field defined by the matrix of partial derivatives of the transformation. This can be shown to be essentially equivalent to Tissot's Indicatrix, used in cartography to determine the properties of a map projection. In a computer implementation a nonparametric approach allows visualization of the regression by automatically plotting the pair of scatter diagrams, drawing of the displacement field, differentiable smooth interpolation of the warped coordinates and predicted image, by a diagram of the principal strains, and with contour maps of the estimated local angular, areal, and total distortion.","1994","2020-04-14 08:44:14","2021-02-09 13:41:10","2020-04-13 20:01:30","187-212","","3","26","","","","","","","","","","en","1994 The Ohio State University","","","","Wiley Online Library","CC130","","","","","LocCC-CDSA; CC-Anamorphose (sauf cartogramme); CC-Transformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8WUEJ2ZZ","bookSection","1990","Tobler, Waldo R.","Foreword","Analytical and Computer Cartography","0-13-033481-2 978-0-13-033481-7","","","","","1990","2020-05-12 13:10:39","2020-06-09 09:26:55","","xi-xii","","","","","","","Geographic Information Science","","","","","Englewood New Jersey","en","","","","","","CC123","","","","","CC-SIG (GIS); CC-Analyse_surface; LocCC-CC","","","","","","","Clarke, Keith C.","","","","","","","","","","","","","","Prentice Hall","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6GNS4QG","bookSection","1989","Tobler, Waldo R.","Frame Independent Spatial Analysis","The Accuracy of Spatial Databases","978-0-85066-847-6","","","https://doi.org/10.1201/b12612","","1989-12-09","2020-05-11 16:37:28","2020-06-09 09:23:50","","115-122","","","","","","","","","","","Résultats pour taylor et francis Essayez avec l'orthographe taylor et francsis Rappel concernant les règles de confidentialité de Google Résultats de recherche Résultats Web  Taylor & Francis","London ; New York","en","","","","","","CC122","","","","https://www.amazon.co.uk/Accuracy-Spatial-Databases-Michael-Goodchild/dp/0850668476","LocCC-CDSA; CC-BDL","","Goodchild, Michael F.; Gopal, Sucharita","","","","","","","","","","","","","","","","","","","1st edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3SIPZZRQ","conferencePaper","1987","Tobler, Waldo R.","Alternatives in Movement Mapping","Proceedings","968-881-347-8","","","https://books.google.fr/books/about/Proceedings_of_the_13th_International_Ca.html?id=QMK7AAAACAAJ&redir_esc=y","","1987","2020-05-11 16:02:31","2020-06-09 09:00:12","","345-350","","","","","","","","","","","Instituto Nacional de Estadística, Geografía e Informática","Morelia, Mich., Mexico","en","","","","","","CC115","","","","","CC-Mouvements; LocCC-PB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13th International Cartographic Conference","","","","","","","","","","","","","","",""
"Z3BBIHH7","conferencePaper","1986","Chen, Zi-Tan; Tobler, Waldo R.","Quadtree Representations of Digital Terrain","Proceedings","","","","https://www.yumpu.com/en/document/read/17860413/quadtree-representations-of-digital-terrain","Quadtree Representations of Digital Read more about quadtree, terrain, node, ruled, nodes and quadric.","1986","2020-05-11 15:22:54","2021-02-09 13:41:29","2020-05-11 15:22:54","475–484","","","","","","","","","","","","London, GB","en","","","","","","CC109","","","","","CC-SIG (GIS); LocCC-OKleinpdf; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Auto Carto London: International Conference on the Acquisition, Management and Presentation of Spatial Data","","","","","","","","","","","","","","",""
"T3QXQLFJ","report","1975","Tobler, Waldo R.","The Morphology of Geographical Change","","","","","http://pure.iiasa.ac.at/id/eprint/316/","Geography is the study of the processes which result in changes of phenomena on the surface of the earth, and thus it is useful to be able to describe change in an analytical manner. Here a single geographical variable is assumed to vary with time and this change is modeled in a number of simple ways. The objective is to see if this excursion is of use in the geographical study of growth poles. The topic is not one with which I am excessively familiar.","1975-09","2020-05-11 10:51:12","2020-06-09 08:46:28","2020-05-11 10:55:08","12","","","","","","","","","","Human Settlements and Services Area (HSS)","IIASA International Institute for Applied Systems Analysis","Laxenburg, AT","en","","Monograph (IIASA Research Report)","","","","CC101","","","","","LocCC-ABS; CC-Modelisation mathématique","","","","","","","","","","","","","","","","","","","","WP-75-112","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBC636IZ","bookSection","1982","Tobler, W. R.","Cartographic Study of Movement Tables","Proceedings of the third annual conference and exposition of the National Computer Graphics Association, Inc., Anaheim","0-941514-01-3 978-0-941514-01-9","","","https://books.google.fr/books/about/Proceedings_of_the_Third_Annual_Conferen.html?id=pvsYAQAAIAAJ&redir_esc=y","","1982","2020-05-09 12:39:09","2021-11-29 16:43:38","","509-5016","","","","","","","","","","","Fairfax, VA : The Association","","en","","","","","","CC94","","","","","CC-Mouvements; LocCC-LBIS; CC-Flux; CC-Déplacement-Transports","","","","","","","","","","","","","","","","","","","","","Publication de conférence","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJYH4VRK","journalArticle","1979","Tobler, W. R.","A Geographical Migration Probability Density Function","Ontario Geography","","","","https://www.researchgate.net/publication/252014625_A_geographical_migration_probability_density_function","","1979","2020-05-09 11:51:16","2021-02-09 13:41:29","","41-46","","","","","","","","","","","","","en","","","","","","CC86","","","","","LocCC-CDMP; Migrations; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPF36PW5","journalArticle","1979","Tobler, Waldo R.","Lattice Tuning","Geographical Analysis","","1538-4632","10/bb7k6w","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4632.1979.tb00671.x","A method of spatial interpolation from an arbitrary arrangement of numerical observations is derived, with examples shown as contour maps. The fit to the original data and the smoothness of the resulting lattice values are optimized simultaneously by an iterative numerical technique. The algorithm does not require specification of distance dependent influence functions.","1979","2020-04-14 08:44:14","2021-02-09 13:41:28","2020-04-13 20:00:44","36-44","","1","11","","","","","","","","","","en","1979 The Ohio State University","","","","Wiley Online Library","CC84","","","","","CC-Lissage, interpolation; LocCC-CDSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3TUGYHC","bookSection","1978","Tobler, Waldo R.; Clark, William A.; Moore, Eric G.","Migration Fields","Population Mobility and Residential Change","","","","https://www.researchgate.net/publication/265066375_MIGRATION_FIELDS","","1978","2020-05-08 21:19:47","2020-06-07 13:41:07","","215-232","","","","","","","Studies in geography","25","","","Department of Geography","Evanston, US-IL, US","en","","","","","","CC78","","","","","LocCC-CDMV; Migrations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S528MP7F","conferencePaper","1978","Tobler, Waldo R.","Data Structures for Cartographic Analysis and Display","Proceedings: Computer Science and Statistics","","","","https://www4.stat.ncsu.edu/~boos/library/mimeo.archive/ISMS_1978_1288.pdf","A variety of methods for the coding of geographical points, lines, areas, and surfaces are available. These permit the automatic production of geographic maps, but also permit direct spatial analysis without the use of visual illustrations (maps). ~e efficiency of the various met has higher priority.","1978","2020-05-08 21:07:59","2020-06-07 13:38:01","","134-139","","","","","","","","","","","North Carolina State University, Institute of Statistics","Raleigh, NC, US","en","","","","","","CC75","","","","","LocCC-RRWT; CC-SIG (GIS)","","Gallant, A.R.; Gerig, T.M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eleventh Annual Symposium on the Interface","","","","","","","","","","","","","","",""
"YFTZ2A56","bookSection","1977","Tobler, Waldo R.","Numerical Approaches to Map Projections","Studies in Theoretical Cartography","","","","https://www.geog.ucsb.edu/~tobler/publications/pdf_docs/Numerical-Approaches-to-Map-Projections.pdf","","1977","2020-05-08 20:50:46","2020-06-07 13:29:48","","Numerical Approaches to Map Projections","","","","","","","","","","","","Vienna, AT","en","","","","","","CC73","","","","","LocCC-CDMP; CC-Systeme_projection","","Kretschmer, Ingrid","","","","","","","","","","","","","","","","","","","F. Deuticke","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZZBAMQM","conferencePaper","1975","Tobler, Waldo R.","Mathematical Map Models","Proceedings of the  International symposium on Computer-Assisted Cartography","","","","","","1975-09-21","2020-05-06 20:16:25","2020-06-07 13:21:43","","66-73","","","","","","","","","","","","Reston US","en","","","","","","CC67","","","","","CC-Modelisation mathématique; LocCC-CDSC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International symposium on Computer-Assisted Cartography. American Congress on Surveying and Mapping","","","","","","","","","","","","","","",""
"46NQMN3G","journalArticle","1974","Tobler, Waldo R.","Book Review: Coordinate Systems and Map Projections, D. Maling, G. Philip, London, 1973","Surveying and Mapping","","","","","","1974","2020-05-06 19:54:32","2020-06-07 13:06:44","","","","","","","","","","","","","","","en","","","","","","CC64","","","","","LocCC-ABS; CC-Systeme_projection; CC-BDL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGF9SVFF","journalArticle","1973","Tobler, Waldo R.","Choropleth Maps Without Class Intervals?","Geographical Analysis","","1538-4632","10/dd8hp6","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4632.1973.tb01012.x","","1973","2020-04-14 08:44:14","2021-02-09 13:41:29","2020-04-13 19:59:07","262-265","","3","5","","","","","","","","","","en","1973 The Ohio State University","","","","Wiley Online Library","CC61","","","","","LocCC-CDSC; CC-Généralisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRPAYVK5","report","1975","Tobler, Waldo R.","Spatial Interaction: Extracting Meaning from Masses of Data","","","","","","","1975","2020-05-06 20:45:54","2020-05-11 10:50:36","","37-40","","","","","","","","","","The IIASA Project on Urban and Regional Systems","Intenational Institute for Applied Systems Analysis","Laxenburg, AT","en","","","","","","CC68","","","","","LocCC-LBIS; CC-Modelisation (mouvement)","","","Swain, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATH4QFG8","bookSection","1984","Tobler, W. R.","Application of Image Processing Techniques to Map Processing","Proceedings, International Symposium on Spatial Data Handling, Zurich, IGU","","","","","Mathematical operations on pixels, as practiced in digital image processing, are of great potential benefit in the computer processing of geographical statistics (e.g; cancer incidence data by county, eetc.). In order to achieve these benfits the mathematics need to generalized to apply to ireegularly sized, shaped, and oriented resels (resolution elements). Some examples of such generalizations are given.","1984","2020-05-09 12:51:18","2020-05-09 13:05:51","","140-144","","","","","","","","","","","","","en","","","","","","CC98","","","","","LocCC-CDSC; CC-Image, carte, etc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L34JR9Y6","bookSection","1982","Tobler, W. R.","Surveying Multidimensional Measurement","Proximity and Preference: Problems in the Multidimensional Analysis of Large Data Sets","0-8166-6865-5 978-0-8166-6865-6","","","","","1982","2020-05-09 12:25:24","2020-05-09 12:33:30","","3-9","","","","","","","","","","","","","en","","","","","","CC93","","","","","LocCC-CDSA; CC-Anamorphose (sauf cartogramme)","","Golledge, R.G.; Rayner, J.N.","","","","","","","","","","","","","","","","","","","University of Minnesota Press,","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCFAEFCI","report","1976","Tobler, Waldo R.","The Status of Mathematical Social Science","","","","","","","1976","2020-05-08 20:43:11","2020-05-09 08:43:10","","4 p. - 110","","","","","","","","","","Mathematical Social Sciences Board","NSF National Science Foundation","Ann Arbor, US-MI, US","en","","","","","","CC72","","","","","CC-Geographie, cartographie, etc.; LocCC-OKleinpdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5AIFYR6","journalArticle","1976","Tobler, Waldo R.","Spatial Interaction Patterns","Journal of Environmental Systems","","","10/b2cn2m","http://triggered.edina.clockss.org/ServeContent?url=http%3A%2F%2Fbaywood.stanford.clockss.org%2FBWES%2FBAWOOD_BWES_6_4%2FVAKC3GRF3XUGWY4W.html","An algebraic examination of spatial models leads to the conclusion that a convenient description of the pattern of flows implicit in a geographical interaction table is obtained by displaying a field of vectors computed from the relative net exchanges. The vector field approximates the gradient of a scalar potential, and this may be invoked to explain the flows. The method can be applied to asymmetrical tables of a non-geographical nature.","1976","2020-05-08 20:31:42","2021-02-09 13:40:55","2020-05-08 20:23:32","271-301","","4","6","","","","","","","","","","en","","","","","","CC71","","","C:\Users\A-C.bronner\Zotero\storage\8MPQ7WIC\Tobler - 1976 - Spatial Interaction Patterns.pdf","","LocCC-CDMV; CC-Modelisation (mouvement)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZDYF5IH","report","1975","Tobler, Waldo R.","Spatial Interaction Patterns","","","","","http://pure.iiasa.ac.at/id/eprint/241/","An algebraic examination of spatial models leads to the conclusion that a convenient description of the pattern of flows implicit in a geographical interaction table is obtained by displaying a field of vectors computed from the relative net exchanges. The vector field approximates the gradient of a scalar potential, and this may be invoked to explain the flows. The method can be applied to asymmetrical tables of a non-geographical nature.","1975-07","2020-05-08 20:23:07","2020-05-09 08:18:03","2020-05-08 20:23:08","35","","","","","","","","","","Human Settlements and Services Area (HSS)","IIASA International Institute for Applied Systems Analysis","Laxenburg, AT","en","","Monograph (IIASA Research Report)","","","","CC71","","","","","LocCC-CDMV; CC-Modelisation (mouvement)","","","","","","","","","","","","","","","","","","","","RR-75-019","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRJ36BC5","book","1973","Tobler, Waldo R.","Selected Computer Programs","","","","","","","1973","2020-05-06 10:53:50","2020-05-09 07:51:40","","","162","","","","","","Michigan Geographical Publications","1","","","University of Michigan. Department of Geography","Ann Arbor, US-MI, US","en","","","","","","CC47","","","","","CC-programmes; LocCC-CC_275","","","","","","","","","","","","","","","","","","","","","reprinted","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THGIHNX2","book","1970","Tobler, Waldo R.","Selected Computer Programs","","","","","","","1970","2020-05-06 10:40:04","2020-05-09 07:50:48","","","162","","","","","","Michigan Geographical Publications","1","","","University of Michigan. Department of Geography","Ann Arbor, US-MI, US","en","","","","","","CC47","","","","","CC-programmes; LocCC-CC_275","","","","","","","","","","","","","","","","","","","","","reprinted","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7PTKN88U","journalArticle","1985","Tobler, Waldo R.","Derivation of a spatially continuous transportation model","Transportation Research Part A: General","","0191-2607","10/d43z9b","http://www.sciencedirect.com/science/article/pii/019126078590024X","A geographically continuous movement model can be deduced from the quadratic transhipment problem by considering the transportation network as a discrete mesh. The resulting system of coupled Helmholz equations can be considered to solve simultaneously the spatially continuous versions of the traffic “distribution” and “assignment” problems. The associated Lagrangian functions are similar to the potentials of classical flow theory. Numerical methods implement the procedure.","1985-03","2020-05-08 22:20:05","2021-02-09 13:40:55","2020-05-08 22:20:05","169-172","","2","19","","Transportation Research Part A: General","","","","","","","","en","","","","","ScienceDirect","CC102","","","C:\Users\A-C.bronner\Zotero\storage\2X78N9UD\Tobler - 1985 - Derivation of a spatially continuous transportatio.pdf","","LocCC-CDMV; CC-Modelisation (mouvement)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGYPBUDQ","journalArticle","1983","Gale, Nathan; Hubert, Lawrence J.; Tobler, Waldo R.; Golledge, Reginald G.","Combinatorial procedures for the analysis of alternate models: An example from interregional migration","Papers of the Regional Science Association","","1435-5957","10/ff28sf","https://doi.org/10.1007/BF01939921","In this paper we present a methodology for comparing the adequacy of two or more models in terms of how well they represent a given data set. A set of interregional migration models is tested, including several variations of push-pull models, Wilson's entropy maximizing model, a quadratic programming solution, and and ANOVA model. Testing is undertaken using a heuristic procedure based on a pair by pair comparison of models to see which one best represents migration flows as estimated by the Census Bureau. The results of the pairwise testing are presented visually in a “matrix map” which allows us to illustrate the degree to which a perfect ordering of the comparison indices exists, and the degree to which individual models cluster together.","1983-12-01","2020-05-08 22:14:34","2021-02-09 13:40:56","2020-05-08 22:14:34","105-115","","1","53","","Papers of the Regional Science Association","Combinatorial procedures for the analysis of alternate models","","","Twenty-Ninth North American Meetings of the Regional Science Association","","","","en","","","","","Springer Link","CC100","","","","","Migrations; LocCC-OKleinpdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KWEM7ZF","journalArticle","1983","Tobler, Waldo R.","An Alternative Formulation for Spatial-Interaction Modeling","Environment and Planning A: Economy and Space","","0308-518X, 1472-3409","10/cwr5np","http://journals.sagepub.com/doi/10.1068/a150693","Elementary geometric assumptions are used to derive a spatial-interaction model in which places are related to each other through a set of simultaneous linear equations. The system has simple properties with respect to aggregation and turnover, yet incorporates spatial competition, adjacency, and effects of geographic shadowing. The objective function satisfied by the model reduces congestion and minimizes the per capita work; solves a quadratic transportation-problem and fulfils in-sum and out-sum constraints. The associated Lagrangians can be interpreted as pushes and pulls, or as shadow prices. A spatially continuous version of the model consists of coupled elliptical partial differential equations with Neumann boundary conditions, solvable by numerical methods. With migration data from the United States of America the model yields an amazingly good fit, better than existing models and with fewer free parameters. Inversion of the model yields an estimate of distances between regions. In-movement rates are predicted from out-movement rates in the model.","1983-05","2020-05-08 22:09:36","2021-02-09 13:40:56","2020-05-08 22:09:36","693-703","","5","15","","Environ Plan A","","","","","","","","en","","","","","DOI.org (Crossref)","CC97","","","C:\Users\A-C.bronner\Zotero\storage\KXR6CXHA\Tobler - 1983 - An Alternative Formulation for Spatial-Interaction.pdf","","LocCC-CDMV; CC-Modelisation (mouvement)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4KGPC6H","journalArticle","1979","Tobler, Waldo R.","Estimation of Attractivities from Interactions","Environment and Planning A: Economy and Space","","0308-518X, 1472-3409","10/bmgd96","http://journals.sagepub.com/doi/10.1068/a110121","Net geographical interactions are assumed to be related to differences in attractivity, reduced by spatial separation. It is demonstrated that only the differences of the marginals of the interaction table are required to calculate the geographical attractivities thus defined. Variants of this potential model are confronted with a 48 × 48 table of interstate migration estimates for the United States.","1979-02","2020-05-08 22:04:03","2021-02-09 13:40:56","2020-05-08 22:04:03","121-127","","2","11","","Environ Plan A","","","","","","","","en","","","","","DOI.org (Crossref)","CC88","","","","","LocCC-LBIS; CC-Modelisation (mouvement)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S49KJBKU","journalArticle","1979","Tobler, Waldo R.; Lau, J.","Interpolation of images via histosplines","Computer Graphics and Image Processing","","0146-664X","10/bwjgww","http://www.sciencedirect.com/science/article/pii/0146664X79900844","A method of piecewise quadratic polynomial approximation of histograms or digital pictures is described. An example is given of the use of this method to reconstruct a smooth image from averaged and sampled data.","1979-01-01","2020-05-08 21:48:31","2021-02-09 13:40:56","2020-05-08 21:48:31","77-81","","1","9","","Computer Graphics and Image Processing","","","","","","","","en","","","","","ScienceDirect","CC83","","","","","CC-Lissage, interpolation; LocCC-CDSC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKXEDU7A","conferencePaper","1977","Tobler, Waldo R.","Forecasting Geographical Migration","Report of the Conference on Economic and Demographic Methods for Projecting Population","","","","","","1977","2020-05-08 20:59:16","2021-02-09 13:40:57","","77-87","","","","","","","","","","","American Statistical Association","Washington DC, US","en","","","","","","CC74","","","","","LocCC-ABS; CC-Migration, Flux; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conference on Economic and Demographic Methods for Projecting Population","","","","","","","","","","","","","","",""
"FLZJW83R","journalArticle","2000","Tobler, Waldo R.","The Development of Analytical Cartography: A Personal Note","2018 Impact Factor 2.271 Cartography and Geographic Information Science","","1523-0406","10/bkvbp7","https://doi.org/10.1559/152304000783547867","I initiated a course with the title ‘Analytical Cartography’ in the late 1960’s at the University of Michigan in Ann Arbor. At the request of Dr. H. Moellering of Ohio State University (who was at one time a student in the course) a short personal historical perspective of the development of the course was presented at the recent Hawaii meeting of the Association of American Geographers. That review tried to put the subject and the development of the course in the context of the time. This is a written synopsis of the Hawaii presentation","2000-01","2020-04-30 07:58:08","2021-02-09 13:40:56","2020-04-30 07:58:08","189-194","","3","27","","","","","","","","","","en","","","","","Taylor and Francis+NEJM","CC297","","","","","LocCC-CDSC; CC-Cartographie_analytique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKE2GCPX","journalArticle","1981","Tobler, Waldo R.","A Model of Geographical Movement","Geographical Analysis","","1538-4632","10/d2442c","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4632.1981.tb00711.x","","1981","2020-04-14 08:44:14","2021-02-09 13:40:57","2020-04-13 20:01:07","1-20","","1","13","","","","","","","","","","en","1981 The Ohio State University","","","","Wiley Online Library","CC91","","","","","CC-Mouvements; LocCC-CDMV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8SMI8N6","journalArticle","1978","Tobler, Waldo R.","A Proposal for an Equal Area Map of the Entire World on Mercator's Projection","The American Cartographer","","0094-1689","10/c8xdjm","https://www.tandfonline.com/doi/full/10.1559/152304078784022827","","1978-01","2020-04-14 08:44:14","2021-02-09 13:40:57","2020-04-13 20:16:00","149-154","","2","5","","The American Cartographer","","","","","","","","en","","","","","DOI.org (Crossref)","CC80","","","","","CC-Systeme_projection; LocCC-LBTCP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
